Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
12,16,47,0.44,3883.5,0.698555,0.094539,0.708545,-0.032374,-0.96763,0.17388,0.01617,3880.38,0.202387,-0.597541,0.35597,-0.689398,-0.95325,0.22848,-0.06628,2.04,2.77,2.89,3.15,3,2.93,2.8,3.75,3.25,3.85,4.01,3.99,3.83,3.77,3.75,2133,8.8875,60420.4405,83.255127,961.981262,-210.631302,1.63750855255878,2.40622669202512,2.30169396027396,7.766353,788.199463,155.000092,103.020844,1181.863647,-12.704097,"CRUZINT"
13,16,47,0.447,3883.52,0.698479,0.094448,0.708632,-0.032357,-0.96723,0.17444,0.01812,3880.4,0.203495,-0.59592,0.357063,-0.689909,-0.94922,0.22928,-0.06595,2.04,2.77,2.89,3.15,3,2.94,2.81,3.76,3.25,3.87,4.01,3.99,3.83,3.78,3.75,2135,8.895833,60420.448833,83.561691,962.051819,-210.610001,1.63649950930288,2.4060483121141,2.30200651813364,7.758555,788.18689,155.00383,103.027611,1181.884399,-12.626699,"CRUZINT"
14,16,47,0.492,3883.54,0.698399,0.094363,0.708725,-0.032301,-0.9681,0.17282,0.01648,3880.42,0.204479,-0.594325,0.358035,-0.69049,-0.95095,0.23085,-0.0643,2.04,2.77,2.89,3.15,3,2.95,2.82,3.76,3.25,3.87,4.01,3.99,3.83,3.78,3.75,2146,8.941667,60420.494667,85.427429,962.245178,-210.586594,1.63056025794156,2.40535745648145,2.30344543261024,7.726589,788.130676,155.013351,103.137245,1181.956665,-12.271139,"CRUZINT"
15,16,47,0.498,3883.56,0.698317,0.094221,0.70883,-0.032195,-0.96791,0.17003,0.01801,3880.44,0.20561,-0.59263,0.359022,-0.691099,-0.95466,0.23598,-0.06559,2.04,2.77,2.89,3.15,3,2.96,2.83,3.76,3.25,3.87,4.01,3.99,3.84,3.78,3.75,2147,8.945833,60420.498833,85.623405,962.267273,-210.583801,1.62992938489788,2.40528050173862,2.30359769262442,7.725458,788.121643,155.013641,103.145866,1181.955566,-12.241893,"CRUZINT"
16,16,47,0.516,3883.58,0.698236,0.094219,0.708915,-0.032077,-0.97072,0.16877,0.01918,3880.46,0.206942,-0.590767,0.360114,-0.691728,-0.94983,0.24105,-0.06541,2.05,2.77,2.89,3.15,3.01,2.97,2.83,3.77,3.25,3.88,4.01,3.98,3.84,3.78,3.75,2152,8.966667,60420.519667,86.560593,962.386902,-210.604309,1.62703055810995,2.40484214982028,2.30437185737864,7.707037,788.098877,154.991348,103.223839,1181.972656,-12.105618,"CRUZINT"
17,16,47,0.521,3883.6,0.698183,0.094217,0.708977,-0.031871,-0.97015,0.17076,0.01911,3880.48,0.208219,-0.588875,0.361413,-0.69228,-0.94552,0.23947,-0.06267,2.05,2.77,2.89,3.15,3.01,2.98,2.84,3.77,3.25,3.89,4.01,3.98,3.84,3.78,3.75,2153,8.970833,60420.523833,86.758598,962.433838,-210.611862,1.62647242118122,2.40468947556017,2.30458729413836,7.708085,788.098511,154.994019,103.255333,1181.971924,-12.081335,"CRUZINT"
18,16,47,0.556,3883.62,0.698103,0.094256,0.709058,-0.03168,-0.96941,0.17142,0.01951,3880.5,0.209528,-0.587016,0.362842,-0.692716,-0.94753,0.23683,-0.05682,2.05,2.77,2.89,3.15,3.01,2.98,2.84,3.78,3.24,3.89,4.01,3.98,3.84,3.79,3.75,2161,9.004167,60420.557167,89.088974,963.117615,-210.888397,1.61928179731888,2.40249395185816,2.30753539650899,7.69488,788.06311,154.976028,103.441658,1181.984863,-11.921438,"CRUZINT"
19,16,47,0.561,3883.64,0.698018,0.094341,0.709141,-0.031462,-0.96878,0.17036,0.018,3880.52,0.210885,-0.585235,0.364312,-0.69304,-0.95049,0.24201,-0.05539,2.05,2.77,2.89,3.15,3.01,2.99,2.85,3.78,3.24,3.9,4.01,3.98,3.84,3.79,3.74,2162,9.008333,60420.561333,89.288925,963.148132,-210.90918,1.61869999279428,2.40236858859149,2.30771707341253,7.693443,788.060425,154.96936,103.469048,1181.983154,-11.908938,"CRUZINT"
20,16,47,0.594,3883.66,0.697916,0.094411,0.709243,-0.031217,-0.96906,0.16917,0.01948,3880.54,0.212188,-0.583627,0.365604,-0.693317,-0.94332,0.24561,-0.05676,2.05,2.77,2.89,3.15,3.01,3,2.86,3.79,3.24,3.91,4.01,3.97,3.84,3.79,3.75,2170,9.041667,60420.594667,90.789299,963.275452,-210.988907,1.61444450459877,2.40188998485683,2.30858672291046,7.689705,788.035278,154.946091,103.709869,1182.00293,-11.808991,"CRUZINT"
21,16,47,0.614,3883.68,0.697843,0.094507,0.70931,-0.031038,-0.96919,0.17158,0.02114,3880.56,0.213465,-0.582125,0.366798,-0.693558,-0.95379,0.24323,-0.06114,2.06,2.77,2.89,3.15,3.01,3.01,2.87,3.79,3.24,3.91,4.01,3.97,3.84,3.79,3.74,2175,9.0625,60420.6155,91.763939,963.365784,-211.053299,1.6117204961633,2.40156490991851,2.30914304240675,7.690584,788.030334,154.915176,103.878418,1182.024658,-11.754899,"CRUZINT"
22,16,47,0.619,3883.7,0.697792,0.09463,0.709353,-0.030816,-0.96852,0.1714,0.01903,3880.58,0.214729,-0.580652,0.368074,-0.693726,-0.9536,0.24173,-0.06285,2.06,2.76,2.89,3.14,3.01,3.01,2.88,3.79,3.24,3.91,4.01,3.97,3.85,3.79,3.75,2176,9.066667,60420.619667,91.957947,963.374756,-211.062927,1.61115201727895,2.40150959577451,2.30924473323205,7.686893,788.029602,154.905411,103.904282,1182.023438,-11.741481,"CRUZINT"
23,16,47,0.669,3883.72,0.697753,0.0948,0.709379,-0.030579,-0.96807,0.17149,0.02162,3880.6,0.216019,-0.579307,0.369238,-0.693832,-0.95183,0.24379,-0.05788,2.06,2.76,2.89,3.14,3.02,3.01,2.89,3.79,3.24,3.92,4.01,3.97,3.85,3.79,3.74,2188,9.116667,60420.669667,93.926201,963.532166,-211.076797,1.60557620229057,2.40107332052923,2.31010148677494,7.694998,788.045288,154.843262,104.221664,1182.072388,-11.587282,"CRUZINT"
24,16,47,0.674,3883.74,0.697715,0.094951,0.709405,-0.030369,-0.97105,0.16891,0.01953,3880.62,0.217187,-0.57805,0.370307,-0.693946,-0.95919,0.24236,-0.05317,2.07,2.76,2.89,3.14,3.02,3.01,2.89,3.8,3.24,3.92,4.01,3.96,3.85,3.79,3.74,2190,9.125,60420.678,94.221245,963.563843,-211.079453,1.6047575543159,2.40098005219151,2.31025124471624,7.703401,788.044373,154.82785,104.274025,1182.075806,-11.565966,"CRUZINT"
25,16,47,0.694,3883.76,0.697702,0.095122,0.709406,-0.030102,-0.9721,0.1695,0.01937,3880.64,0.218358,-0.576863,0.371284,-0.694044,-0.94102,0.24332,-0.05682,2.07,2.76,2.89,3.14,3.02,3.01,2.9,3.8,3.24,3.92,4.02,3.96,3.85,3.8,3.74,2194,9.141667,60420.694667,94.82254,963.621582,-211.088058,1.603019666984,2.40078232205015,2.3105644352398,7.714633,788.042175,154.810181,104.361137,1182.095459,-11.504777,"CRUZINT"
26,16,47,0.714,3883.78,0.697686,0.095302,0.70941,-0.029814,-0.97032,0.17247,0.02225,3880.66,0.219484,-0.575862,0.372097,-0.694084,-0.95093,0.24437,-0.05999,2.07,2.76,2.89,3.14,3.01,3.01,2.9,3.81,3.24,3.92,4.02,3.96,3.85,3.8,3.74,2199,9.1625,60420.7155,95.454163,963.679321,-211.066879,1.6012485513015,2.40061112443317,2.31084705697681,7.726344,788.035828,154.788376,104.468651,1182.119019,-11.421773,"CRUZINT"
27,16,47,0.719,3883.8,0.69768,0.095444,0.709408,-0.029566,-0.96943,0.17139,0.01904,3880.68,0.220536,-0.57492,0.372873,-0.694116,-0.94784,0.24486,-0.05666,2.07,2.75,2.89,3.14,3.02,3.01,2.9,3.81,3.23,3.92,4.02,3.96,3.85,3.8,3.74,2200,9.166667,60420.719667,95.579933,963.691406,-211.058334,1.60089533121675,2.40057004624647,2.31090960489643,7.724441,788.036133,154.786102,104.489784,1182.120239,-11.401981,"CRUZINT"
28,16,47,0.754,3883.82,0.697621,0.095608,0.709453,-0.029336,-0.96788,0.16976,0.02103,3880.7,0.22146,-0.574231,0.373438,-0.694088,-0.94636,0.24515,-0.05559,2.08,2.75,2.89,3.14,3.02,3.01,2.91,3.81,3.23,3.92,4.02,3.96,3.85,3.8,3.74,2209,9.204167,60420.757167,96.47747,963.740723,-210.98439,1.59847970527642,2.40042132442701,2.31119842239375,7.745422,788.025574,154.793533,104.672935,1182.152954,-11.252906,"CRUZINT"
29,16,47,0.775,3883.84,0.697586,0.09573,0.70948,-0.029123,-0.9672,0.17123,0.02005,3880.72,0.222296,-0.573565,0.374054,-0.69404,-0.9406,0.24323,-0.05528,2.08,2.75,2.89,3.14,3.02,3,2.91,3.81,3.23,3.92,4.02,3.96,3.86,3.8,3.74,2214,9.225,60420.778,96.843292,963.764709,-210.912506,1.59745406500688,2.40042558183365,2.31125009750111,7.757025,788.026184,154.820267,104.735336,1182.181641,-11.166207,"CRUZINT"
30,16,47,0.78,3883.86,0.69754,0.095858,0.709516,-0.028931,-0.96798,0.17097,0.01986,3880.74,0.223056,-0.573083,0.374615,-0.693892,-0.96021,0.2452,-0.05661,2.08,2.75,2.89,3.14,3.01,3,2.91,3.81,3.23,3.92,4.02,3.95,3.86,3.81,3.74,2215,9.229167,60420.782167,96.90654,963.765808,-210.899323,1.5972938310972,2.40039661991751,2.31128761083103,7.75243,788.025024,154.821365,104.751221,1182.178711,-11.143215,"CRUZINT"
31,16,47,0.831,3883.88,0.697506,0.095976,0.70954,-0.028754,-0.96934,0.17193,0.01922,3880.76,0.223768,-0.572752,0.374997,-0.693729,-0.94685,0.25208,-0.05539,2.09,2.74,2.88,3.13,3,3,2.91,3.81,3.23,3.92,4.02,3.95,3.86,3.81,3.74,2227,9.279167,60420.832167,96.901009,963.366394,-210.452194,1.5977956278252,2.40202687895501,2.30963019424219,7.756251,788.026306,154.879883,104.898926,1182.233887,-10.941026,"CRUZINT"
32,16,47,0.837,3883.9,0.697534,0.096113,0.7095,-0.028616,-0.96847,0.17135,0.01917,3880.78,0.224299,-0.572499,0.375291,-0.693608,-0.94885,0.25326,-0.05425,2.1,2.73,2.88,3.13,3,3,2.92,3.82,3.23,3.93,4.02,3.95,3.86,3.81,3.74,2229,9.2875,60420.8405,96.912903,963.391846,-210.429932,1.59782691298169,2.40195715053618,2.30969823526979,7.761413,788.020569,154.892517,104.920052,1182.244507,-10.904691,"CRUZINT"
33,16,47,0.855,3883.92,0.697533,0.096126,0.709501,-0.028558,-0.96919,0.17151,0.01889,3880.8,0.224555,-0.572854,0.375185,-0.693289,-0.94679,0.25153,-0.05688,2.11,2.72,2.88,3.13,3,3,2.92,3.82,3.22,3.93,4.02,3.95,3.86,3.81,3.74,2233,9.304167,60420.857167,96.902847,963.417236,-210.383911,1.59790458981903,2.40193138352402,2.30971978427717,7.764441,788.02478,154.914902,104.932983,1182.264282,-10.854379,"CRUZINT"
34,16,47,0.861,3883.94,0.697523,0.096093,0.709517,-0.028521,-0.96931,0.16976,0.01822,3880.82,0.224641,-0.57291,0.375285,-0.693161,-0.94904,0.25037,-0.05868,2.12,2.72,2.88,3.12,3,2.99,2.92,3.82,3.22,3.93,4.02,3.95,3.86,3.81,3.74,2234,9.308333,60420.861333,97.32756,963.833862,-210.610977,1.59650352196095,2.40044382347466,2.31128180752133,7.776039,788.012878,154.92067,104.938835,1182.270996,-10.842607,"CRUZINT"
35,16,47,0.911,3883.96,0.697552,0.095984,0.709505,-0.028461,-0.96912,0.16886,0.02107,3880.84,0.224601,-0.573053,0.375266,-0.693066,-0.94955,0.25218,-0.06015,2.13,2.72,2.89,3.11,3,2.99,2.92,3.82,3.22,3.93,4.02,3.95,3.86,3.81,3.74,2246,9.358333,60420.911333,96.536781,963.509827,-210.294174,1.59921652433862,2.40160041302351,2.3099776758591,7.816686,787.987915,154.97908,104.955818,1182.300537,-10.699261,"CRUZINT"
36,16,47,0.916,3883.98,0.697527,0.09594,0.709537,-0.028438,-0.96873,0.16823,0.02063,3880.86,0.224452,-0.573407,0.375066,-0.69293,-0.94678,0.2538,-0.06276,2.14,2.71,2.89,3.11,3,2.99,2.93,3.82,3.22,3.93,4.02,3.95,3.86,3.81,3.74,2248,9.366667,60420.919667,96.459419,963.531799,-210.29335,1.59944337335397,2.40150954673456,2.31005556178482,7.822659,787.977478,154.985718,104.945419,1182.298706,-10.686539,"CRUZINT"
37,16,47,0.935,3884,0.697525,0.09584,0.709552,-0.028448,-0.96957,0.17003,0.0229,3880.88,0.224157,-0.573671,0.374991,-0.692847,-0.94788,0.25106,-0.06602,2.15,2.71,2.89,3.1,3.01,2.99,2.93,3.82,3.22,3.93,4.02,3.94,3.87,3.81,3.74,2252,9.383333,60420.936333,96.277031,963.557129,-210.296402,1.59997826807653,2.40138098187707,2.31015309941864,7.829272,787.983521,155.00061,104.921677,1182.304443,-10.662676,"CRUZINT"
38,16,47,0.94,3884.02,0.697509,0.095767,0.709576,-0.028486,-0.96749,0.16867,0.02037,3880.9,0.223831,-0.573987,0.374792,-0.692799,-0.94814,0.25091,-0.06852,2.15,2.71,2.89,3.09,3.01,2.99,2.93,3.82,3.22,3.93,4.02,3.94,3.87,3.81,3.74,2253,9.3875,60420.9405,96.677193,963.939392,-210.528427,1.59862462027344,2.3999578595406,2.3116538783916,7.827465,787.98938,155.009521,104.917564,1182.312378,-10.648516,"CRUZINT"
39,16,47,0.989,3884.04,0.697496,0.095706,0.709598,-0.028492,-0.9684,0.16956,0.02178,3880.92,0.223332,-0.574295,0.374623,-0.692796,-0.95016,0.25286,-0.06946,2.16,2.7,2.89,3.08,3.02,2.98,2.94,3.83,3.22,3.93,4.02,3.94,3.87,3.81,3.74,2265,9.4375,60420.9905,95.993835,964.00946,-210.534363,1.60066661343383,2.39960196257137,2.31189160696119,7.855892,787.990479,155.058609,104.838753,1182.312622,-10.601237,"CRUZINT"
40,16,47,0.995,3884.06,0.697568,0.095657,0.709534,-0.028467,-0.96882,0.16889,0.0195,3880.94,0.222748,-0.574603,0.374428,-0.692834,-0.95353,0.25213,-0.0712,2.17,2.7,2.89,3.07,3.03,2.99,2.94,3.82,3.22,3.93,4.02,3.94,3.87,3.82,3.74,2267,9.445833,60420.998833,95.868439,964.029541,-210.54071,1.60103732343853,2.39954360885846,2.31192761190001,7.859185,787.991394,155.069183,104.823196,1182.323486,-10.597463,"CRUZINT"
41,16,47,1.015,3884.08,0.697558,0.095574,0.709553,-0.028512,-0.97126,0.16849,0.02183,3880.96,0.222209,-0.574888,0.374108,-0.692943,-0.95222,0.2523,-0.07438,2.18,2.69,2.89,3.06,3.03,2.99,2.94,3.83,3.21,3.93,4.02,3.94,3.88,3.82,3.74,2271,9.4625,60421.0155,95.634735,964.06427,-210.564926,1.60167489478107,2.39941515826567,2.31201698698081,7.866929,787.997375,155.085846,104.778114,1182.329834,-10.6046,"CRUZINT"
42,16,47,1.02,3884.1,0.697585,0.09548,0.709536,-0.028597,-0.97149,0.17031,0.01922,3880.98,0.221549,-0.575189,0.373891,-0.693021,-0.95086,0.25244,-0.07608,2.19,2.68,2.89,3.05,3.04,2.99,2.95,3.83,3.21,3.93,4.02,3.94,3.88,3.82,3.74,2273,9.470833,60421.023833,95.520134,964.085876,-210.590042,1.60197877614281,2.39926884610492,2.31214440320535,7.87877,787.998596,155.095169,104.753677,1182.327148,-10.597303,"CRUZINT"
43,16,47,1.07,3884.12,0.69757,0.095403,0.709559,-0.028657,-0.96945,0.16793,0.02148,3881,0.22101,-0.575362,0.373675,-0.693166,-0.94767,0.25364,-0.07659,2.2,2.68,2.89,3.04,3.05,2.99,2.95,3.83,3.21,3.93,4.02,3.94,3.88,3.82,3.74,2285,9.520833,60421.073833,94.944351,964.176147,-210.737152,1.60349533957225,2.39883763520235,2.31247850247638,7.896778,788.002014,155.121201,104.626839,1182.331665,-10.670897,"CRUZINT"
44,16,47,1.075,3884.14,0.697566,0.095334,0.709568,-0.028747,-0.96884,0.16793,0.01876,3881.02,0.220379,-0.57555,0.373589,-0.693258,-0.94742,0.25035,-0.0768,2.21,2.67,2.89,3.03,3.05,2.99,2.95,3.83,3.21,3.93,4.02,3.94,3.88,3.82,3.74,2286,9.525,60421.078,94.894585,964.184509,-210.756531,1.60360930648943,2.39875534991047,2.31255331367525,7.893446,788.00415,155.120697,104.610718,1182.321533,-10.675785,"CRUZINT"
45,16,47,1.096,3884.16,0.69757,0.095239,0.709574,-0.028814,-0.96809,0.16783,0.02025,3881.04,0.219779,-0.575701,0.373498,-0.693372,-0.95039,0.24688,-0.07783,2.22,2.66,2.89,3.02,3.06,2.99,2.96,3.83,3.21,3.93,4.02,3.94,3.88,3.82,3.74,2291,9.545833,60421.098833,94.674934,964.222168,-210.840927,1.60410818629914,2.39853990482085,2.31273570976763,7.894737,788.006165,155.11467,104.538536,1182.311646,-10.72438,"CRUZINT"
46,16,47,1.101,3884.18,0.697564,0.095154,0.709587,-0.02893,-0.96938,0.16976,0.02026,3881.06,0.219466,-0.57575,0.373242,-0.693568,-0.951,0.24923,-0.07793,2.23,2.66,2.89,3,3.06,2.99,2.96,3.83,3.21,3.93,4.01,3.93,3.89,3.82,3.74,2292,9.55,60421.103,94.636665,964.227844,-210.860291,1.60418454235728,2.39848599672846,2.31278451976181,7.892736,788.000305,155.109497,104.522873,1182.306641,-10.732978,"CRUZINT"
47,16,47,1.135,3884.2,0.697563,0.094981,0.709609,-0.028984,-0.9707,0.16786,0.02061,3881.08,0.219015,-0.575856,0.373148,-0.693674,-0.94798,0.25298,-0.07905,2.24,2.65,2.88,2.99,3.07,2.99,2.96,3.83,3.21,3.93,4.02,3.94,3.89,3.82,3.74,2300,9.583333,60421.136333,94.34594,964.255737,-210.997391,1.6048079279073,2.39830779408943,2.31292061473377,7.884194,787.994629,155.08255,104.416199,1182.288818,-10.849555,"CRUZINT"
48,16,47,1.14,3884.22,0.69754,0.094935,0.709633,-0.029099,-0.97008,0.16708,0.01815,3881.1,0.218765,-0.575844,0.372781,-0.69396,-0.94924,0.25019,-0.0805,2.25,2.65,2.89,2.98,3.08,2.99,2.97,3.83,3.21,3.93,4.01,3.93,3.89,3.82,3.74,2301,9.5875,60421.1405,94.31588,964.25177,-211.013702,1.60490578058455,2.39831588219571,2.31290583930959,7.881421,787.997925,155.072174,104.415062,1182.285645,-10.86985,"CRUZINT"
49,16,47,1.173,3884.24,0.697522,0.094897,0.709652,-0.029196,-0.96938,0.16668,0.02124,3881.12,0.218361,-0.575888,0.372717,-0.694085,-0.95115,0.24627,-0.07947,2.25,2.64,2.88,2.97,3.08,2.99,2.97,3.83,3.21,3.93,4.01,3.93,3.89,3.82,3.74,2309,9.620833,60421.173833,94.150047,964.250854,-211.128632,1.60512852511074,2.398333201417,2.31287322618543,7.864727,787.995056,155.031174,104.314659,1182.277588,-11.001639,"CRUZINT"
50,16,47,1.195,3884.26,0.697525,0.094798,0.709661,-0.029228,-0.9696,0.16741,0.01927,3881.14,0.218088,-0.575913,0.372696,-0.694161,-0.94971,0.24639,-0.07549,2.26,2.63,2.88,2.96,3.09,2.99,2.97,3.83,3.21,3.93,4.01,3.93,3.89,3.83,3.74,2315,9.645833,60421.198833,93.382988,963.72998,-211.087555,1.60742904942643,2.39976087492133,2.31128148120993,7.852776,787.992981,154.999878,104.239433,1182.264404,-11.105239,"CRUZINT"
51,16,47,1.2,3884.28,0.69752,0.094813,0.70966,-0.029309,-0.97147,0.16762,0.02056,3881.16,0.218447,-0.575842,0.372088,-0.694434,-0.94857,0.24747,-0.07656,2.27,2.62,2.88,2.96,3.09,3,2.97,3.83,3.2,3.94,4.01,3.93,3.89,3.83,3.74,2316,9.65,60421.203,93.370346,963.732483,-211.103073,1.60742370880649,2.39974337521914,2.31129937757843,7.854184,787.985779,154.99321,104.224998,1182.259155,-11.120728,"CRUZINT"
52,16,47,1.235,3884.3,0.69751,0.094747,0.709677,-0.029347,-0.96875,0.16837,0.02028,3881.18,0.218361,-0.57587,0.372096,-0.694433,-0.94676,0.24941,-0.07664,2.28,2.62,2.88,2.95,3.1,3,2.98,3.84,3.2,3.93,4.01,3.93,3.9,3.83,3.74,2324,9.683333,60421.236333,93.300667,963.682556,-211.199051,1.60744534715674,2.39990117488916,2.31113994954549,7.833889,787.995728,154.953003,104.161499,1182.236206,-11.25582,"CRUZINT"
53,16,47,1.24,3884.32,0.697504,0.094789,0.709676,-0.0294,-0.96824,0.17018,0.02002,3881.2,0.21947,-0.575692,0.370568,-0.695048,-0.94929,0.24902,-0.07793,2.29,2.62,2.87,2.95,3.1,3,2.98,3.84,3.2,3.94,4.01,3.93,3.9,3.83,3.74,2325,9.6875,60421.2405,93.290459,963.682068,-211.216461,1.60740526282465,2.39989164442471,2.31115242811233,7.83611,787.991028,154.949875,104.139397,1182.233398,-11.270876,"CRUZINT"
54,16,47,1.276,3884.34,0.697486,0.094834,0.709684,-0.029465,-0.97011,0.16914,0.02014,3881.22,0.219449,-0.575697,0.370566,-0.695051,-0.94952,0.24566,-0.07713,2.29,2.61,2.87,2.94,3.11,3.01,2.98,3.84,3.2,3.93,4.01,3.93,3.9,3.83,3.73,2334,9.725,60421.278,93.261871,963.56842,-211.271362,1.6073493822241,2.40024517674142,2.3108029124176,7.824323,787.981262,154.917252,104.094566,1182.196777,-11.396557,"CRUZINT"
55,16,47,1.281,3884.36,0.69747,0.094915,0.709685,-0.029552,-0.97049,0.16985,0.02134,3881.24,0.219491,-0.575712,0.370547,-0.695036,-0.95049,0.2463,-0.07607,2.3,2.61,2.87,2.94,3.11,3.01,2.98,3.84,3.2,3.94,4.01,3.93,3.9,3.83,3.73,2335,9.729167,60421.282167,93.264137,963.562927,-211.278412,1.60734859517576,2.40027983108062,2.31076830746379,7.823807,787.975769,154.913651,104.096733,1182.200928,-11.408707,"CRUZINT"
