,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,brazo,brazo,brazo,brazo,brazo,brazo,brazo,espalda,espalda,espalda,espalda,espalda,espalda,espalda,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 2:Marker1,Rigid Body 2:Marker1,Rigid Body 2:Marker1,Rigid Body 2:Marker2,Rigid Body 2:Marker2,Rigid Body 2:Marker2,Rigid Body 2:Marker3,Rigid Body 2:Marker3,Rigid Body 2:Marker3,MarkerSet:referencia,MarkerSet:referencia,MarkerSet:referencia
,,"A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","8392B20CF49E3573700000001","8392B20CF49E3573700000001","8392B20CF49E3573700000001","8392B20CF49E3573700000002","8392B20CF49E3573700000002","8392B20CF49E3573700000002","8392B20CF49E3573700000003","8392B20CF49E3573700000003","8392B20CF49E3573700000003","8392B20CF49E3573800000001","8392B20CF49E3573800000001","8392B20CF49E3573800000001","8392B20CF49E3573800000002","8392B20CF49E3573800000002","8392B20CF49E3573800000002","8392B20CF49E3573800000003","8392B20CF49E3573800000003","8392B20CF49E3573800000003","8392B20CF49E35717C915B400000000","8392B20CF49E35717C915B400000000","8392B20CF49E35717C915B400000000"
,,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4683,39.025000,70.205193,14.341383,-8.474874,1.847861,1149.675537,-31.215725,2.935847,2.066895,10.356167,-3.431638,-174.407928,832.295410,316.321198,0.835863,-6.895788,1160.760986,15.093911,10.070086,1151.533936,-35.081089,1.029611,1135.844971,-72.076408,-175.240463,828.201233,314.071960,-168.259766,903.735779,320.725037,-179.639755,765.155640,314.432770,-56.284920,1188.195557,199.675705
4684,39.033333,70.460632,14.355202,-8.633001,1.347474,1150.388794,-31.234940,2.935847,2.043603,10.301177,-3.437478,-174.386581,832.334412,316.292542,0.813554,-7.289027,1161.291260,15.131750,9.597361,1152.267456,-35.128773,0.396848,1136.712524,-72.126656,-175.217804,828.249207,314.040588,-168.231812,903.778320,320.676971,-179.630524,765.164734,314.414001,-56.459778,1188.280396,199.743851
4685,39.041667,70.637627,14.363490,-8.770756,0.845175,1151.121094,-31.252279,2.935847,2.018758,10.045090,-3.445271,-174.371780,832.367615,316.268158,0.795958,-7.683439,1161.912598,15.181262,9.104549,1153.033569,-35.165012,-0.209928,1137.533447,-72.219070,-175.193848,828.280212,314.011536,-168.215958,903.823120,320.651062,-179.629181,765.184143,314.390076,-56.622242,1188.367432,199.818054
4686,39.050000,70.875771,14.370642,-8.954068,0.337505,1151.868286,-31.267185,2.935847,1.989997,9.906739,-3.458559,-174.353607,832.398438,316.241882,0.772352,-8.041209,1162.517944,15.210773,8.538544,1153.752930,-35.206558,-0.819564,1138.438232,-72.250519,-175.173050,828.298035,313.978271,-168.184372,903.879639,320.606964,-179.628372,765.206238,314.385651,-56.784462,1188.456909,199.887863
4687,39.058333,71.109581,14.363659,-9.085423,-0.170282,1152.578613,-31.289377,2.935847,1.969303,9.783744,-3.469952,-174.335251,832.438721,316.220367,0.748480,-8.449218,1163.059814,15.221841,8.021175,1154.498657,-35.233616,-1.412451,1139.283325,-72.324219,-175.151047,828.338745,313.953918,-168.155350,903.932434,320.575043,-179.627960,765.224670,314.368256,-56.940739,1188.545654,199.951141
4688,39.066667,71.316109,14.361587,-9.194032,-0.671011,1153.328979,-31.313799,2.935847,1.966371,9.885644,-3.481042,-174.309113,832.475098,316.200287,0.705580,-8.865189,1163.658936,15.223265,7.532239,1155.283203,-35.245537,-1.996160,1140.148682,-72.380157,-175.132431,828.365601,313.926727,-168.107834,904.001587,320.547485,-179.618362,765.232117,314.351288,-57.096691,1188.644653,200.034775
4689,39.075000,71.599350,13.139658,-9.440478,-1.310132,1153.876831,-31.083139,2.935847,1.943262,9.750170,-3.497489,-174.286179,832.510376,316.179657,0.670252,-9.261240,1164.250366,15.238869,7.461762,1156.011230,-35.478737,-2.607703,1141.009399,-72.431770,-175.106491,828.388794,313.901215,-168.067368,904.066711,320.515472,-179.619049,765.246643,314.337616,-57.424183,1188.741211,200.262253
4690,39.083333,71.804558,13.888578,-9.512595,-1.672980,1154.782593,-31.316566,2.935847,1.907285,9.555403,-3.511390,-174.267868,832.548157,316.158142,0.638448,-9.644902,1164.838379,15.330249,6.501973,1156.742676,-35.265804,-3.194213,1141.863892,-72.450134,-175.082153,828.421265,313.876190,-168.037140,904.126892,320.473236,-179.622711,765.260071,314.330536,-57.607758,1188.833374,200.308365
4691,39.091667,71.976006,14.637466,-9.545443,-2.193804,1155.542603,-31.407059,2.935847,1.899859,9.654715,-3.522997,-174.247589,832.578247,316.124115,0.599029,-10.091584,1165.439209,15.374951,5.958796,1157.522583,-35.318016,-3.801703,1142.730347,-72.487381,-175.068741,828.443542,313.837036,-167.995605,904.185425,320.425018,-179.619644,765.261658,314.304321,-57.794769,1188.931763,200.381866
4692,39.100000,72.077110,15.223464,-9.614024,-2.720295,1156.265137,-31.352121,2.935847,1.867238,9.444048,-3.537165,-174.226868,832.614075,316.103943,0.568300,-10.520350,1165.989990,15.390969,5.443275,1158.296265,-35.305084,-4.394770,1143.566772,-72.553307,-175.040451,828.474060,313.816223,-167.963593,904.242493,320.388336,-179.621521,765.273926,314.291199,-57.996849,1189.027344,200.461395
4693,39.108333,72.320747,15.059206,-9.776479,-3.230027,1156.983521,-31.329252,2.935847,1.838620,9.372667,-3.554491,-174.213593,832.648499,316.075775,0.546063,-10.909148,1166.562866,15.456088,4.930973,1158.979736,-35.292744,-5.009472,1144.458740,-72.574791,-175.026001,828.501221,313.787354,-167.930099,904.294800,320.332214,-179.631500,765.294067,314.285431,-58.189491,1189.135986,200.509918
4694,39.116667,72.537125,14.904480,-9.922020,-3.718839,1157.725708,-31.339619,2.935847,1.836008,9.559010,-3.562060,-174.195679,832.682495,316.038910,0.515955,-11.292082,1167.168091,15.477517,4.433095,1159.779053,-35.311401,-5.591691,1145.286377,-72.621346,-175.018967,828.537231,313.742706,-167.892838,904.344543,320.279663,-179.624527,765.300293,314.262909,-58.395546,1189.221436,200.583450
4695,39.125000,72.784882,14.778148,-10.051554,-4.219320,1158.450928,-31.337921,2.935847,1.795087,9.270910,-3.576889,-174.186386,832.717529,316.001831,0.492911,-11.703630,1167.725952,15.528609,3.925920,1160.518921,-35.320877,-6.175935,1146.156250,-72.624802,-175.000076,828.555969,313.700806,-167.874359,904.404541,320.224152,-179.636002,765.326477,314.244843,-58.587807,1189.323853,200.689362
4696,39.133333,72.958580,14.875819,-10.129979,-4.719876,1159.163208,-31.328964,2.935847,1.776621,9.248408,-3.591303,-174.171326,832.757690,315.968048,0.468098,-12.130369,1168.304199,15.564307,3.404975,1161.257080,-35.314022,-6.725430,1146.978760,-72.652992,-174.985474,828.589661,313.668182,-167.840744,904.463440,320.170166,-179.641373,765.349670,314.222839,-58.772755,1189.415283,200.775253
4697,39.141667,73.190422,14.964120,-10.251700,-5.208176,1159.880371,-31.307419,2.935847,1.747846,9.105031,-3.609325,-174.156448,832.787842,315.934052,0.461683,-12.533690,1168.856201,15.620913,2.945781,1161.952148,-35.286545,-7.325470,1147.861694,-72.655472,-174.970566,828.608582,313.632385,-167.806061,904.508911,320.114685,-179.649002,765.369080,314.200928,-58.964443,1189.527588,200.882294
4698,39.150000,73.357094,15.074492,-10.359327,-5.682431,1160.613159,-31.270567,2.935847,1.732103,9.097763,-3.617266,-174.147903,832.829956,315.905731,0.459870,-12.905534,1169.458496,15.704567,2.442956,1162.736328,-35.251915,-7.868946,1148.674561,-72.663841,-174.965088,828.635864,313.596313,-167.785614,904.572144,320.071655,-179.654541,765.394470,314.176819,-59.150745,1189.636597,200.977158
4699,39.158333,73.549843,15.185187,-10.484221,-6.152230,1161.305054,-31.235064,2.935847,1.707590,8.998299,-3.623625,-174.137985,832.859558,315.876953,0.446918,-13.261628,1170.016724,15.785295,1.957476,1163.422119,-35.253464,-8.423508,1149.504028,-72.655769,-174.952454,828.661560,313.563446,-167.769882,904.616699,320.027039,-179.657166,765.401978,314.154297,-59.341183,1189.748169,201.063583
4700,39.166667,73.760918,15.307716,-10.602511,-6.650839,1161.999878,-31.232294,2.935847,1.677836,8.840507,-3.637961,-174.130508,832.897766,315.852295,0.442592,-13.662235,1170.549561,15.806890,1.423419,1164.158813,-35.258293,-8.999050,1150.316895,-72.680626,-174.941422,828.687378,313.531708,-167.748840,904.674194,319.985138,-179.671768,765.423279,314.137421,-59.509853,1189.854004,201.138458
4701,39.175000,73.959892,15.432802,-10.708117,-7.134455,1162.723267,-31.226780,2.935847,1.656225,8.752667,-3.642834,-174.122711,832.921570,315.823853,0.433758,-14.061683,1171.115845,15.836859,0.958264,1164.918213,-35.262825,-9.565830,1151.151001,-72.658363,-174.930130,828.704224,313.504059,-167.737274,904.714233,319.940918,-179.675156,765.428406,314.110229,-59.662758,1189.950562,201.214844
4702,39.183333,74.140732,15.544199,-10.805733,-7.606239,1163.423462,-31.204027,2.935847,1.643190,8.778407,-3.644810,-174.116409,832.962891,315.805573,0.424303,-14.436639,1171.678101,15.905749,0.483572,1165.617065,-35.212456,-10.126888,1151.974243,-72.660683,-174.923447,828.735474,313.477936,-167.727020,904.777405,319.910339,-179.678314,765.446167,314.094330,-59.813618,1190.028687,201.275269
4703,39.191667,74.325485,15.594732,-10.904852,-8.070749,1164.080566,-31.159519,2.935847,1.609300,8.648643,-3.657057,-174.107422,833.000366,315.786194,0.429561,-14.819334,1172.207520,15.983273,0.021935,1166.264526,-35.164177,-10.670126,1152.756104,-72.662827,-174.914215,828.749146,313.444855,-167.704849,904.841675,319.868256,-179.688431,765.469055,314.090027,-59.995338,1190.118408,201.353790
4704,39.200000,74.503494,15.625578,-11.027234,-8.585566,1164.746582,-31.110296,2.935847,1.578722,8.492902,-3.669343,-174.101685,833.034363,315.765442,0.424964,-15.254952,1172.750488,16.052755,-0.508606,1166.963379,-35.150112,-11.274279,1153.519165,-72.633743,-174.904114,828.771484,313.420258,-167.688278,904.894287,319.828247,-179.702042,765.486572,314.077484,-60.198856,1190.221924,201.454041
4705,39.208333,74.713829,15.664698,-11.152262,-9.078031,1165.393311,-31.053913,2.935847,1.563617,8.550364,-3.671750,-174.090958,833.071777,315.738708,0.409591,-15.638328,1173.237427,16.164551,-0.994861,1167.663452,-35.127102,-11.843264,1154.276611,-72.596191,-174.898392,828.807373,313.404449,-167.669510,904.947815,319.775391,-179.697540,765.500305,314.053619,-60.380337,1190.310303,201.566391
4706,39.216667,74.936493,15.706097,-11.295035,-9.554803,1166.012085,-31.008673,2.935847,1.535760,8.412199,-3.679658,-174.074493,833.109192,315.723145,0.396570,-16.005529,1173.707397,16.224249,-1.491725,1168.283936,-35.097958,-12.416304,1155.039185,-72.580368,-174.879395,828.833557,313.378326,-167.645370,905.012756,319.748260,-179.696854,765.508301,314.039673,-60.552994,1190.411621,201.669693
4707,39.225000,75.071854,15.757926,-11.440560,-10.025579,1166.633301,-30.961746,2.935847,1.511317,8.374068,-3.686528,-174.059326,833.141907,315.705963,0.378835,-16.344431,1174.243896,16.305147,-1.991749,1168.912842,-35.044373,-12.984037,1155.725464,-72.534683,-174.863815,828.862488,313.358734,-167.620804,905.067566,319.710114,-179.695816,765.511902,314.030334,-60.697128,1190.524292,201.748611
4708,39.233333,75.244179,15.756163,-11.543883,-10.468164,1167.230713,-30.907930,2.935847,1.501710,8.419159,-3.694980,-174.042023,833.167847,315.689056,0.370892,-16.712154,1174.732788,16.381802,-2.423048,1169.492554,-34.990013,-13.507724,1156.444092,-72.502823,-174.850784,828.884033,313.336182,-167.589157,905.107483,319.680237,-179.691132,765.522034,314.021729,-60.848835,1190.601685,201.833725
4709,39.241667,75.477943,15.771368,-11.672252,-10.936085,1167.836304,-30.852903,2.935847,1.485548,8.383041,-3.704441,-174.024246,833.202393,315.671539,0.368970,-17.084557,1175.155396,16.462862,-2.893329,1170.152588,-34.936428,-14.084280,1157.172485,-72.474274,-174.829666,828.904175,313.315094,-167.560959,905.162903,319.648834,-179.690903,765.541199,314.006500,-60.998161,1190.681396,201.936676
4710,39.250000,75.633377,15.813186,-11.780075,-11.416780,1168.396606,-30.796900,2.935847,1.472448,8.443994,-3.708381,-174.014206,833.236023,315.664276,0.359342,-17.479532,1175.610229,16.538618,-3.392100,1170.731567,-34.895004,-14.627934,1157.814819,-72.426018,-174.823105,828.928467,313.310730,-167.541595,905.219910,319.621094,-179.690872,765.552063,314.002106,-61.129642,1190.765991,202.011353
4711,39.258333,75.760498,15.852566,-11.873610,-11.893633,1168.955933,-30.740454,2.935847,1.454758,8.431254,-3.721194,-173.999832,833.258362,315.652008,0.342126,-17.884975,1176.086548,16.612457,-3.864646,1171.279907,-34.863949,-15.161753,1158.467041,-72.364059,-174.809067,828.953552,313.299469,-167.510056,905.255310,319.590302,-179.695602,765.552979,313.999359,-61.280266,1190.855347,202.124313
4712,39.266667,75.945023,15.923521,-11.997922,-12.312640,1169.523315,-30.678354,2.935847,1.438309,8.470772,-3.723559,-173.991730,833.294678,315.640106,0.341934,-18.188580,1176.519531,16.705967,-4.310966,1171.879272,-34.798264,-15.660882,1159.130371,-72.322311,-174.806061,828.972534,313.278320,-167.494690,905.317139,319.559845,-179.694122,765.571716,313.997894,-61.415699,1190.939697,202.218170
4713,39.275000,76.144699,15.976995,-12.118009,-12.718118,1170.092896,-30.600046,2.935847,1.418303,8.454553,-3.733700,-173.980011,833.316406,315.623718,0.328004,-18.501701,1176.948486,16.817562,-4.694521,1172.439575,-34.718037,-16.175152,1159.834961,-72.259010,-174.796753,828.990540,313.270020,-167.467804,905.358582,319.520050,-179.698166,765.570496,313.986053,-61.541637,1191.009033,202.316208
4714,39.283333,76.261230,16.046732,-12.247065,-13.165467,1170.624023,-30.514448,2.935847,1.384341,8.259163,-3.745985,-173.970505,833.346252,315.621796,0.324582,-18.850733,1177.405518,16.918825,-5.148709,1173.007690,-34.649612,-16.730547,1160.415039,-72.198067,-174.783356,829.001160,313.255219,-167.445923,905.426575,319.508148,-179.709854,765.569702,313.986694,-61.650021,1191.075562,202.411530
4715,39.291667,76.475395,16.054146,-12.407921,-13.621191,1171.170532,-30.423555,2.935847,1.364259,8.180689,-3.752483,-173.968719,833.371582,315.608337,0.329944,-19.181488,1177.820435,17.020693,-5.632997,1173.529419,-34.544647,-17.279446,1161.103516,-72.138725,-174.777328,829.034180,313.246826,-167.435913,905.468079,319.488586,-179.718338,765.573364,313.984741,-61.761929,1191.134155,202.523285
4716,39.300000,76.689613,16.060989,-12.568813,-14.076914,1171.716919,-30.332663,2.935847,1.358947,8.251923,-3.759761,-173.959045,833.385132,315.594513,0.328906,-19.525558,1178.201416,17.152874,-6.063879,1174.090820,-34.504951,-17.733812,1161.733398,-72.035698,-174.769577,829.054932,313.240143,-167.413025,905.487122,319.462738,-179.718460,765.576111,313.982178,-61.873806,1191.197510,202.647736
4717,39.308333,76.844276,16.072966,-12.613960,-14.477118,1172.285034,-30.229342,2.935847,1.345244,8.242780,-3.766910,-173.965134,833.406616,315.585693,0.347825,-19.858448,1178.654541,17.311098,-6.478846,1174.727905,-34.434498,-18.251240,1162.422363,-71.946175,-174.777390,829.066406,313.227051,-167.407608,905.526489,319.446289,-179.734207,765.588135,313.986847,-62.002609,1191.237915,202.783386
4718,39.316667,76.978813,16.150629,-12.741129,-14.889326,1172.824707,-30.129080,2.935847,1.311525,8.069942,-3.774481,-173.963455,833.425415,315.582062,0.360794,-20.171371,1179.111206,17.423107,-6.932139,1175.278687,-34.348965,-18.769859,1163.030518,-71.862373,-174.767731,829.080566,313.228882,-167.401108,905.562134,319.425110,-179.744003,765.595215,314.000305,-62.118214,1191.284180,202.913239
4719,39.325000,77.145920,16.227591,-12.874843,-15.301363,1173.358521,-30.029772,2.935847,1.293106,8.010576,-3.783822,-173.960190,833.446960,315.573822,0.364150,-20.484667,1179.532837,17.512934,-7.340431,1175.807739,-34.247936,-19.286573,1163.670288,-71.775909,-174.761887,829.107239,313.222473,-167.386139,905.593994,319.407074,-179.752975,765.603760,314.006927,-62.241158,1191.330078,203.059448
4720,39.333333,77.352547,16.299986,-13.007456,-15.714502,1173.919556,-29.928955,2.935847,1.274341,7.888079,-3.788028,-173.961029,833.466370,315.571442,0.381174,-20.795145,1179.951904,17.630266,-7.756233,1176.376465,-34.128906,-19.793034,1164.355103,-71.669609,-174.756973,829.123962,313.224304,-167.382919,905.636658,319.406158,-179.762009,765.604248,314.007355,-62.358150,1191.376831,203.191620
4721,39.341667,77.525520,16.353909,-13.121573,-16.087919,1174.441040,-29.826508,2.935847,1.261177,7.943234,-3.795065,-173.952209,833.487366,315.566223,0.387522,-21.071434,1180.355835,17.758047,-8.116961,1176.912842,-34.034073,-20.260929,1164.978760,-71.585686,-174.750336,829.150452,313.222656,-167.359863,905.672546,319.387787,-179.763077,765.607971,314.020691,-62.454304,1191.416260,203.299149
4722,39.350000,77.730713,16.411980,-13.253322,-16.466152,1174.987427,-29.721378,2.935847,1.240051,7.775153,-3.795995,-173.950089,833.500610,315.563995,0.409710,-21.344851,1180.748657,17.891054,-8.498013,1177.495728,-33.939777,-20.745396,1165.634399,-71.495209,-174.742645,829.155701,313.215057,-167.358963,905.711365,319.393158,-179.764145,765.605652,314.022522,-62.529007,1191.457397,203.409500
4723,39.358333,77.885399,16.472672,-13.378530,-16.843596,1175.508667,-29.616873,2.935847,1.219045,7.736647,-3.806579,-173.948090,833.523132,315.571228,0.419845,-21.614847,1181.166016,18.014061,-8.901894,1178.020264,-33.848225,-21.195709,1166.245850,-71.395813,-174.740280,829.176941,313.221619,-167.342270,905.747864,319.386169,-179.775772,765.617615,314.050171,-62.604553,1191.484375,203.499481
4724,39.366667,78.074249,16.435854,-13.521964,-17.227634,1176.054565,-29.504992,2.935847,1.204827,7.716441,-3.807842,-173.942566,833.535156,315.570435,0.433179,-21.886766,1181.592529,18.161858,-9.297013,1178.532471,-33.764603,-21.667839,1166.944946,-71.289925,-174.733810,829.190369,313.221558,-167.331970,905.781433,319.383942,-179.773956,765.610718,314.060089,-62.659763,1191.520264,203.580688
4725,39.375000,78.261467,16.445732,-13.656129,-17.593245,1176.583984,-29.405809,2.935847,1.182427,7.495736,-3.816596,-173.937531,833.541992,315.571838,0.433743,-22.146391,1181.990112,18.263979,-9.680510,1179.139282,-33.661724,-22.128223,1167.544800,-71.215660,-174.718674,829.203613,313.225159,-167.323257,905.796021,319.387573,-179.780640,765.606750,314.064484,-62.730423,1191.542480,203.676025
4726,39.383333,78.497589,16.507349,-13.797116,-17.971270,1177.124390,-29.315598,2.935847,1.167453,7.467451,-3.823543,-173.930557,833.561340,315.585541,0.445599,-22.411829,1182.356323,18.391607,-10.042847,1179.699219,-33.575237,-22.623480,1168.218628,-71.158943,-174.710358,829.221741,313.242859,-167.305801,905.832031,319.393494,-179.783813,765.613770,314.089081,-62.773361,1191.578979,203.763840
4727,39.391667,78.690750,16.566114,-13.914783,-18.312130,1177.674438,-29.223452,2.935847,1.158974,7.533522,-3.826751,-173.921890,833.577515,315.591217,0.464139,-22.644392,1182.778931,18.515524,-10.401785,1180.234253,-33.478020,-23.028315,1168.909668,-71.092903,-174.703842,829.242004,313.253571,-167.284454,905.879272,319.400665,-179.782089,765.602966,314.104584,-62.833443,1191.609985,203.845566
4728,39.400000,78.854851,16.608105,-14.035270,-18.668287,1178.255737,-29.134153,2.935847,1.145885,7.554659,-3.833338,-173.912811,833.585999,315.600403,0.483317,-22.904142,1183.254150,18.637936,-10.771811,1180.818726,-33.406914,-23.482620,1169.597168,-71.036934,-174.696152,829.246399,313.263977,-167.261810,905.911926,319.404053,-179.782898,765.596375,314.127411,-62.886753,1191.645264,203.934128
4729,39.408333,79.061943,16.628384,-14.187643,-19.018522,1178.808472,-29.035864,2.935847,1.145406,7.723275,-3.837115,-173.910446,833.597839,315.606750,0.495029,-23.145395,1183.662476,18.764137,-11.090696,1181.406982,-33.332886,-23.960054,1170.265625,-70.939362,-174.699692,829.268860,313.278564,-167.242081,905.950562,319.409363,-179.788025,765.580627,314.145264,-62.939262,1191.694580,204.025269
4730,39.416667,79.257774,16.702827,-14.277925,-19.376581,1179.367676,-28.931515,2.935847,1.108149,7.517585,-3.854345,-173.902420,833.608093,315.618134,0.514559,-23.421356,1184.064453,18.897398,-11.459887,1182.025513,-33.243000,-24.380325,1170.916870,-70.856598,-174.684738,829.275269,313.287262,-167.216034,905.986267,319.411804,-179.802261,765.576660,314.179108,-63.010708,1191.733887,204.137405
4731,39.425000,79.470192,16.734827,-14.421931,-19.778467,1179.951782,-28.842024,2.935847,1.091902,7.523165,-3.858796,-173.884521,833.621643,315.618530,0.523371,-23.718555,1184.510498,18.999250,-11.871279,1182.587158,-33.186077,-24.880468,1171.666626,-70.764992,-174.665634,829.293640,313.295990,-167.189209,906.018494,319.401489,-179.791962,765.573669,314.194031,-63.063747,1191.781860,204.236557
4732,39.433333,79.608238,16.754663,-14.536608,-20.148109,1180.508911,-28.762070,2.935847,1.092449,7.767051,-3.868201,-173.870468,833.643372,315.625366,0.539226,-23.999369,1184.975952,19.092558,-12.256802,1183.163696,-33.106625,-25.323450,1172.293945,-70.705536,-174.658295,829.314087,313.305023,-167.151123,906.061462,319.393616,-179.792526,765.582581,314.223572,-63.123024,1191.838867,204.350586
4733,39.441667,79.838097,16.791132,-14.708879,-20.524912,1181.112305,-28.669621,2.935847,1.088678,7.922187,-3.877977,-173.850327,833.663086,315.626068,0.544461,-24.227747,1185.417480,19.217264,-12.641668,1183.794922,-33.016563,-25.826275,1173.008911,-70.612755,-174.643494,829.345947,313.312683,-167.107910,906.099670,319.386108,-179.786026,765.581360,314.242401,-63.182442,1191.888794,204.465500
4734,39.450000,80.019791,16.842642,-14.827737,-20.864838,1181.656128,-28.566996,2.935847,1.070555,7.939842,-3.897080,-173.822571,833.685852,315.622192,0.555346,-24.459929,1185.838867,19.343657,-13.007045,1184.354492,-32.943726,-26.230753,1173.664795,-70.507378,-174.615555,829.379578,313.317566,-167.049973,906.148071,319.373810,-179.783813,765.580200,314.258423,-63.228539,1191.935913,204.560837
4735,39.458333,80.225174,16.874847,-14.973513,-21.228724,1182.233521,-28.462130,2.935847,1.022723,7.626961,-3.915181,-173.787933,833.717285,315.622742,0.591231,-24.716898,1186.281738,19.453312,-13.369978,1184.922852,-32.848179,-26.713551,1174.376953,-70.398422,-174.569489,829.402222,313.317719,-166.997635,906.224609,319.374664,-179.774109,765.592041,314.278564,-63.277393,1191.984253,204.650833
4736,39.466667,80.381599,16.909382,-15.096098,-21.588825,1182.783691,-28.363188,2.935847,1.007961,7.671822,-3.928759,-173.751831,833.747070,315.619324,0.608149,-24.978422,1186.723389,19.555552,-13.736666,1185.506470,-32.750786,-27.149736,1175.005615,-70.323349,-174.536224,829.435120,313.313202,-166.936493,906.281128,319.367371,-179.755722,765.604492,314.297394,-63.309631,1192.028320,204.733124
4737,39.475000,80.611015,16.897373,-15.190600,-21.890375,1183.372925,-28.277521,2.935847,1.001749,7.734700,-3.941957,-173.718979,833.776489,315.606079,0.652187,-25.211821,1187.140625,19.658798,-14.025629,1186.097168,-32.664120,-27.526974,1175.753296,-70.247803,-174.510956,829.476624,313.299896,-166.875519,906.340942,319.357269,-179.739594,765.597717,314.295563,-63.342430,1192.059570,204.817245
4738,39.483333,80.785660,16.877943,-15.302566,-22.230587,1183.967529,-28.187639,2.935847,0.978287,7.701532,-3.962864,-173.681015,833.798218,315.598846,0.679230,-25.447973,1187.614746,19.788748,-14.384449,1186.696167,-32.566963,-27.954758,1176.462158,-70.185455,-174.466965,829.494263,313.301880,-166.812332,906.387939,319.330261,-179.731461,765.607056,314.307526,-63.357971,1192.092407,204.911697
4739,39.491667,80.975426,16.863136,-15.439427,-22.586443,1184.530396,-28.086229,2.935847,0.955237,7.681285,-3.972830,-173.646149,833.828979,315.594147,0.701830,-25.689890,1188.045166,19.912117,-14.754176,1187.282959,-32.488705,-28.391897,1177.132690,-70.070328,-174.430908,829.531250,313.301239,-166.763397,906.432922,319.304138,-179.710571,765.618896,314.325867,-63.394123,1192.121338,204.979004
4740,39.500000,81.199287,16.842228,-15.573952,-22.942743,1185.122681,-27.984735,2.935847,0.948546,7.807305,-3.984308,-173.615280,833.850159,315.571075,0.747042,-25.972725,1188.479370,20.011240,-15.073717,1187.895752,-32.418610,-28.854132,1177.865845,-69.978447,-174.404617,829.560730,313.284424,-166.707428,906.485229,319.271851,-179.697098,765.606018,314.318024,-63.429825,1192.147095,205.077362
4741,39.508333,81.402321,16.894674,-15.674907,-23.286184,1185.713989,-27.868458,2.935847,0.933098,7.890407,-3.993990,-173.580093,833.868774,315.553375,0.787276,-26.230791,1188.918579,20.128136,-15.443206,1188.539307,-32.289146,-29.266357,1178.552368,-69.863319,-174.371994,829.578308,313.277557,-166.651047,906.540039,319.238403,-179.676895,765.601990,314.318909,-63.463375,1192.188965,205.176468
4742,39.516667,81.573486,16.957434,-15.810257,-23.641090,1186.274658,-27.745104,2.935847,0.915702,7.979345,-4.012874,-173.545563,833.902954,315.527679,0.829858,-26.459759,1189.368774,20.282040,-15.820026,1189.084229,-32.174290,-29.716015,1179.235718,-69.747864,-174.342667,829.612122,313.253418,-166.582260,906.610535,319.199036,-179.667145,765.612732,314.321228,-63.505569,1192.223267,205.272598
4743,39.525000,81.744537,17.036489,-15.914860,-23.980021,1186.820557,-27.632814,2.935847,0.903230,8.003063,-4.026660,-173.511185,833.928406,315.511414,0.850437,-26.696592,1189.788452,20.394516,-16.190231,1189.665039,-32.069027,-30.102432,1179.878174,-69.645821,-174.313034,829.651672,313.242493,-166.525757,906.639954,319.163300,-179.649048,765.613281,314.321259,-63.548050,1192.287598,205.366653
4744,39.533333,81.960594,17.113537,-16.029242,-24.306824,1187.386719,-27.535088,2.935847,0.900784,8.142014,-4.045925,-173.471954,833.946899,315.486969,0.858416,-26.941927,1190.199707,20.499157,-16.512632,1190.241089,-31.984211,-30.519783,1180.575073,-69.548042,-174.275635,829.672424,313.221313,-166.458878,906.661499,319.117676,-179.635651,765.626282,314.316437,-63.577057,1192.346436,205.455902
