Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
12,16,58,32.636,4575.32,0.60782,-0.16044,0.676042,-0.384423,-0.92702,0.32633,-0.03704,4572.2,0.677521,-0.223733,0.567527,-0.410879,-0.93978,0.15595,-0.26004,2.37,2.57,2.71,2.82,3.19,3.08,3.06,3.84,3.21,3.93,4,3.93,3.78,3.83,3.68,2601,10.8375,61112.6385,221.188843,960.538452,-172.506943,1.23692309310488,2.44161576098682,2.15870239394715,8.843256,793.966125,162.822205,127.558243,1179.070557,-14.043026,"CRUZEXT"
13,16,58,32.641,4575.34,0.60792,-0.160391,0.675949,-0.384449,-0.92808,0.32671,-0.03652,4572.22,0.677575,-0.223608,0.56759,-0.410772,-0.93935,0.15517,-0.25856,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.78,3.84,3.69,2602,10.841667,61112.642667,221.197922,960.553833,-172.497803,1.23685320830484,2.44154619751259,2.15872977580842,8.842179,793.964539,162.823349,127.551079,1179.067017,-14.031812,"CRUZEXT"
14,16,58,32.655,4575.36,0.607982,-0.16032,0.675859,-0.384539,-0.93045,0.32593,-0.03803,4572.24,0.677582,-0.223515,0.567663,-0.410709,-0.9394,0.15524,-0.25614,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.79,3.84,3.69,2605,10.854167,61112.655167,221.23793,960.607178,-172.480667,1.23666213006915,2.44137365761957,2.15878575187749,8.838997,793.968994,162.827682,127.538193,1179.091675,-13.999138,"CRUZEXT"
15,16,58,32.66,4575.38,0.608044,-0.160326,0.675774,-0.384589,-0.93152,0.32366,-0.03918,4572.26,0.67733,-0.223988,0.567841,-0.410621,-0.94043,0.15435,-0.25722,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.78,3.84,3.69,2607,10.8625,61112.6635,221.253784,960.638,-172.471237,1.23660723201647,2.44130053392911,2.15882696957364,8.838972,793.963318,162.823669,127.540497,1179.106079,-13.982053,"CRUZEXT"
16,16,58,32.665,4575.4,0.608112,-0.160275,0.6757,-0.384631,-0.93049,0.32288,-0.03957,4572.28,0.677277,-0.224,0.567926,-0.410585,-0.94254,0.1522,-0.25732,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.79,3.83,3.68,2608,10.866667,61112.667667,221.269913,960.657959,-172.464523,1.23653988992247,2.44123337940468,2.15885345446623,8.835081,793.964478,162.834045,127.536995,1179.117065,-13.966582,"CRUZEXT"
17,16,58,32.671,4575.42,0.608182,-0.160256,0.675639,-0.384635,-0.92753,0.32336,-0.03992,4572.3,0.677279,-0.224264,0.56793,-0.410432,-0.94235,0.15466,-0.25916,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.79,3.84,3.69,2609,10.870833,61112.671833,221.274292,960.668823,-172.45903,1.23652315100548,2.44121484185673,2.15886200675735,8.841063,793.9599,162.823563,127.536072,1179.126343,-13.95773,"CRUZEXT"
18,16,58,32.676,4575.44,0.60827,-0.160217,0.67559,-0.384599,-0.92759,0.32338,-0.04075,4572.32,0.677207,-0.224383,0.56799,-0.410403,-0.9413,0.15367,-0.25886,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.78,3.84,3.69,2610,10.875,61112.676,221.285095,960.688599,-172.449341,1.23644072478127,2.44110102502005,2.15892817216826,8.845231,793.961548,162.827515,127.52433,1179.125854,-13.931808,"CRUZEXT"
19,16,58,32.681,4575.46,0.608284,-0.160188,0.675568,-0.384628,-0.92861,0.3239,-0.0388,4572.34,0.677114,-0.22457,0.567991,-0.410452,-0.93797,0.15126,-0.2616,2.37,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.78,3.84,3.68,2612,10.883333,61112.684333,221.30571,960.721741,-172.433289,1.23637057436559,2.44103530402576,2.15895122391736,8.841786,793.959778,162.827957,127.528755,1179.140503,-13.914913,"CRUZEXT"
20,16,58,32.695,4575.48,0.608319,-0.160247,0.675495,-0.384675,-0.93035,0.32438,-0.03969,4572.36,0.67695,-0.224862,0.568049,-0.410482,-0.94012,0.15274,-0.25806,2.36,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.93,4,3.92,3.78,3.84,3.69,2615,10.895833,61112.696833,221.331421,960.764771,-172.409012,1.23628881467615,2.44092101297081,2.15901832456463,8.84246,793.960571,162.831192,127.535759,1179.154663,-13.880362,"CRUZEXT"
21,16,58,32.7,4575.5,0.608304,-0.160307,0.675442,-0.384768,-0.93066,0.32567,-0.03885,4572.38,0.676844,-0.224911,0.568115,-0.410539,-0.94099,0.14919,-0.2609,2.36,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2616,10.9,61112.701,221.341827,960.785095,-172.402985,1.23627081903624,2.44087241164881,2.15905812286663,8.837885,793.966919,162.836075,127.541107,1179.166504,-13.864535,"CRUZEXT"
22,16,58,32.706,4575.52,0.608308,-0.160412,0.675368,-0.384849,-0.92857,0.32549,-0.04004,4572.4,0.676781,-0.225084,0.568129,-0.41053,-0.94104,0.15724,-0.26179,2.36,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,3.99,3.92,3.79,3.83,3.69,2618,10.908333,61112.709333,221.358444,960.816528,-172.384628,1.23620332940217,2.4407705704993,2.15912150682404,8.829683,793.966919,162.842194,127.538872,1179.180664,-13.830033,"CRUZEXT"
23,16,58,32.714,4575.54,0.608293,-0.160555,0.675295,-0.384939,-0.92787,0.32513,-0.03997,4572.42,0.676656,-0.225276,0.568119,-0.410645,-0.93604,0.15615,-0.25973,2.35,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,3.99,3.92,3.78,3.84,3.69,2620,10.916667,61112.717667,221.367996,960.838074,-172.364243,1.23617293589656,2.44071986869332,2.15915521425744,8.818528,793.970764,162.852966,127.541008,1179.19104,-13.802965,"CRUZEXT"
24,16,58,32.719,4575.56,0.608273,-0.160672,0.675219,-0.385056,-0.92997,0.32547,-0.03953,4572.44,0.676541,-0.225403,0.56815,-0.410721,-0.93255,0.15318,-0.25684,2.35,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.78,3.84,3.68,2621,10.920833,61112.721833,221.379913,960.854126,-172.35611,1.23613094292038,2.44069871312249,2.1591495830565,8.822531,793.972351,162.854904,127.542305,1179.201538,-13.797373,"CRUZEXT"
25,16,58,32.725,4575.58,0.608249,-0.160828,0.675137,-0.385172,-0.92977,0.32441,-0.04161,4572.46,0.676532,-0.225672,0.56817,-0.41056,-0.93448,0.15043,-0.25903,2.34,2.57,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.78,3.83,3.68,2622,10.925,61112.726,221.381653,960.865601,-172.347885,1.2361220706777,2.44066279184775,2.15918196996806,8.81493,793.976807,162.862122,127.542374,1179.204712,-13.782673,"CRUZEXT"
26,16,58,32.733,4575.6,0.608191,-0.160986,0.675048,-0.385355,-0.93066,0.32384,-0.0433,4572.48,0.676421,-0.225844,0.568217,-0.410582,-0.9398,0.15435,-0.26231,2.34,2.56,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2624,10.933333,61112.734333,221.385223,960.889038,-172.332382,1.23612357544548,2.44060346853491,2.15924631186927,8.813358,793.974243,162.867264,127.546951,1179.21582,-13.752895,"CRUZEXT"
27,16,58,32.739,4575.62,0.608101,-0.161205,0.674971,-0.385539,-0.92984,0.325,-0.04109,4572.5,0.676399,-0.226091,0.568104,-0.410639,-0.94039,0.15465,-0.2654,2.34,2.56,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.79,3.83,3.69,2626,10.941667,61112.742667,221.390717,960.904541,-172.323242,1.23609843222444,2.44057144170232,2.15926360671335,8.815399,793.976013,162.872208,127.542389,1179.233032,-13.734117,"CRUZEXT"
28,16,58,32.744,4575.64,0.608036,-0.161413,0.674872,-0.385729,-0.92622,0.32387,-0.04389,4572.52,0.676321,-0.226298,0.568032,-0.410754,-0.94069,0.15482,-0.26644,2.33,2.56,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,3.99,3.93,3.79,3.84,3.69,2627,10.945833,61112.746833,221.386398,960.91626,-172.317551,1.23613695037657,2.44056129976803,2.15930031447003,8.813552,793.975342,162.877762,127.553642,1179.230835,-13.728454,"CRUZEXT"
29,16,58,32.755,4575.66,0.608003,-0.161562,0.674786,-0.385867,-0.92695,0.32113,-0.04307,4572.54,0.676304,-0.226321,0.568016,-0.410792,-0.93731,0.15264,-0.26554,2.33,2.56,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,3.99,3.92,3.79,3.84,3.69,2629,10.954167,61112.755167,221.388519,960.92981,-172.301971,1.23610948691887,2.44051696857018,2.15932918547636,8.811214,793.97522,162.879425,127.548042,1179.236938,-13.705489,"CRUZEXT"
30,16,58,32.761,4575.68,0.60798,-0.16165,0.674743,-0.385941,-0.93127,0.32159,-0.04177,4572.56,0.676479,-0.226153,0.567951,-0.410686,-0.939,0.15388,-0.26465,2.33,2.56,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,3.99,3.92,3.79,3.84,3.69,2631,10.9625,61112.7635,221.384155,960.943298,-172.291016,1.23611729454608,2.44047593699334,2.15937823165067,8.811967,793.968201,162.886902,127.544449,1179.245972,-13.680622,"CRUZEXT"
31,16,58,32.766,4575.7,0.607915,-0.16155,0.674734,-0.386102,-0.93325,0.32448,-0.03978,4572.58,0.676482,-0.225928,0.568038,-0.410684,-0.94081,0.15552,-0.26397,2.33,2.56,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2632,10.966667,61112.767667,221.383453,960.950439,-172.28688,1.23614514167101,2.44046590054191,2.15940765373471,8.811985,793.971008,162.891159,127.554428,1179.243896,-13.674848,"CRUZEXT"
32,16,58,32.775,4575.72,0.607903,-0.161605,0.674687,-0.386181,-0.9295,0.32638,-0.04297,4572.6,0.676502,-0.225658,0.568116,-0.410692,-0.94135,0.15581,-0.26081,2.33,2.55,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.93,3.78,3.84,3.69,2634,10.975,61112.776,221.379379,960.96759,-172.268616,1.23614580981839,2.44043409429755,2.1594420536131,8.818187,793.958374,162.902466,127.548828,1179.259155,-13.645526,"CRUZEXT"
33,16,58,32.78,4575.74,0.607887,-0.161681,0.67463,-0.386273,-0.93047,0.32377,-0.04023,4572.62,0.6765,-0.225349,0.568212,-0.410732,-0.93773,0.15492,-0.25957,2.32,2.55,2.71,2.8,3.19,3.08,3.06,3.84,3.21,3.92,3.99,3.93,3.79,3.83,3.69,2635,10.979167,61112.780167,221.379745,960.976929,-172.263336,1.23614009227443,2.44042008408824,2.15945316745015,8.814797,793.960083,162.907059,127.549034,1179.262695,-13.639943,"CRUZEXT"
34,16,58,32.785,4575.76,0.607866,-0.161775,0.674558,-0.386394,-0.92869,0.3222,-0.04367,4572.64,0.676464,-0.225131,0.568303,-0.410785,-0.93902,0.15301,-0.259,2.32,2.55,2.71,2.81,3.19,3.08,3.06,3.84,3.21,3.92,4,3.93,3.79,3.84,3.69,2637,10.9875,61112.7885,221.377365,960.993958,-172.245972,1.23612879272197,2.44038451413651,2.15948354433674,8.812393,793.966553,162.920502,127.544014,1179.272217,-13.616053,"CRUZEXT"
35,16,58,32.795,4575.78,0.607822,-0.161846,0.674539,-0.386465,-0.9278,0.32244,-0.04082,4572.66,0.676459,-0.225199,0.568326,-0.410724,-0.93949,0.1505,-0.25975,2.32,2.55,2.71,2.8,3.18,3.08,3.06,3.84,3.21,3.92,4,3.93,3.78,3.84,3.68,2639,10.995833,61112.796833,221.370529,961.013489,-172.231308,1.23615234455841,2.44033831208972,2.15954868058623,8.813202,793.967529,162.929153,127.542496,1179.285645,-13.58416,"CRUZEXT"
36,16,58,32.799,4575.8,0.607799,-0.161787,0.67446,-0.386663,-0.92615,0.32214,-0.04178,4572.68,0.676414,-0.22509,0.568415,-0.410735,-0.93604,0.15227,-0.26013,2.31,2.55,2.71,2.8,3.18,3.08,3.07,3.84,3.21,3.92,4,3.93,3.79,3.84,3.69,2640,11,61112.801,221.373337,961.028137,-172.223282,1.2361349147077,2.44031766644151,2.15955900894683,8.808748,793.973572,162.934799,127.542061,1179.293091,-13.576149,"CRUZEXT"
37,16,58,32.809,4575.82,0.607762,-0.161857,0.674474,-0.386669,-0.92772,0.3245,-0.04396,4572.7,0.67637,-0.225413,0.568412,-0.410634,-0.93623,0.15431,-0.25785,2.31,2.55,2.7,2.8,3.19,3.08,3.07,3.84,3.21,3.91,4,3.93,3.79,3.84,3.69,2642,11.008333,61112.809333,221.367828,961.048645,-172.208801,1.23615738157428,2.44027910778317,2.15961525529248,8.815915,793.97052,162.941925,127.542183,1179.307495,-13.547576,"CRUZEXT"
38,16,58,32.814,4575.84,0.60774,-0.161946,0.674459,-0.386693,-0.92977,0.32523,-0.04379,4572.72,0.676352,-0.225375,0.568451,-0.410631,-0.93624,0.15194,-0.25793,2.31,2.55,2.7,2.8,3.19,3.08,3.07,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2644,11.016667,61112.817667,221.368134,961.082214,-172.198608,1.23610600581097,2.44018176538842,2.15968464150868,8.8168,793.967773,162.956329,127.529991,1179.319946,-13.523207,"CRUZEXT"
39,16,58,32.821,4575.86,0.607728,-0.161937,0.674434,-0.386758,-0.92977,0.32509,-0.04313,4572.74,0.676315,-0.22539,0.568468,-0.41066,-0.93597,0.15672,-0.25689,2.31,2.55,2.7,2.8,3.18,3.08,3.07,3.84,3.21,3.91,4,3.93,3.78,3.84,3.69,2645,11.020833,61112.821833,221.370987,961.097778,-172.197449,1.2360839140063,2.44012677869827,2.15972848875122,8.811764,793.974609,162.962067,127.527222,1179.324585,-13.512205,"CRUZEXT"
40,16,58,32.833,4575.88,0.60773,-0.161977,0.67445,-0.386711,-0.92923,0.32446,-0.04262,4572.76,0.676317,-0.225479,0.568421,-0.410673,-0.93895,0.15709,-0.26043,2.31,2.54,2.7,2.8,3.18,3.08,3.06,3.84,3.21,3.92,4,3.93,3.79,3.84,3.69,2648,11.033333,61112.834333,221.36412,961.137146,-172.189224,1.23605206760644,2.44003407960148,2.15980603083439,8.818064,793.975647,162.987396,127.508743,1179.353882,-13.480455,"CRUZEXT"
41,16,58,32.838,4575.9,0.607693,-0.161852,0.674455,-0.386811,-0.93004,0.32445,-0.041,4572.78,0.676271,-0.225491,0.568423,-0.41074,-0.94169,0.15712,-0.25987,2.31,2.54,2.7,2.8,3.19,3.08,3.07,3.84,3.21,3.91,4,3.93,3.79,3.84,3.69,2649,11.0375,61112.8385,221.356293,961.155273,-172.183823,1.2360680142105,2.43999084019336,2.15986288863376,8.811999,793.976563,162.99472,127.505806,1179.362671,-13.462541,"CRUZEXT"
42,16,58,32.844,4575.92,0.607657,-0.161919,0.674467,-0.386818,-0.93045,0.32513,-0.04234,4572.8,0.676219,-0.225501,0.568465,-0.410761,-0.94017,0.15846,-0.25731,2.31,2.54,2.7,2.8,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2651,11.045833,61112.846833,221.356583,961.185852,-172.180176,1.23603800386899,2.43990674593097,2.1599324761488,8.814335,793.977783,163.012009,127.496658,1179.380859,-13.440098,"CRUZEXT"
43,16,58,32.872,4575.94,0.607613,-0.162025,0.674468,-0.386842,-0.92873,0.32385,-0.04126,4572.82,0.676146,-0.225503,0.568499,-0.410834,-0.93883,0.15979,-0.2582,2.31,2.54,2.7,2.8,3.18,3.08,3.07,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2658,11.075,61112.876,221.372299,961.339417,-172.171173,1.2358708006973,2.43948411820733,2.16027114801977,8.832025,793.980835,163.040115,127.472061,1179.445313,-13.358782,"CRUZEXT"
44,16,58,32.879,4575.96,0.607524,-0.162043,0.674552,-0.386829,-0.92761,0.32511,-0.03859,4572.84,0.676041,-0.225479,0.568554,-0.410944,-0.94174,0.15913,-0.26027,2.31,2.54,2.7,2.8,3.18,3.08,3.07,3.84,3.21,3.91,4,3.92,3.78,3.84,3.69,2659,11.079167,61112.880167,221.37674,961.360962,-172.170792,1.23585987938902,2.43942016661301,2.1603320487927,8.842339,793.978333,163.044342,127.475334,1179.450928,-13.346948,"CRUZEXT"
45,16,58,32.907,4575.98,0.607511,-0.16213,0.674532,-0.386847,-0.92899,0.32504,-0.04276,4572.86,0.675999,-0.225423,0.568615,-0.410959,-0.93975,0.15637,-0.25984,2.3,2.54,2.7,2.8,3.19,3.08,3.07,3.84,3.21,3.92,4,3.92,3.79,3.84,3.69,2666,11.108333,61112.909333,221.398041,961.518433,-172.16391,1.23563567201126,2.43898920367449,2.16064122219995,8.859996,793.997803,163.079224,127.444221,1179.510132,-13.280314,"CRUZEXT"
46,16,58,32.93,4576,0.607475,-0.162201,0.674508,-0.386917,-0.93215,0.32403,-0.04044,4572.88,0.675944,-0.225305,0.568716,-0.410975,-0.93773,0.15508,-0.25943,2.31,2.54,2.7,2.8,3.19,3.08,3.07,3.84,3.21,3.92,4,3.93,3.78,3.84,3.69,2671,11.129167,61112.930167,221.398117,961.60321,-172.17189,1.23553718122807,2.4387935097979,2.16078381122255,8.877295,794.006958,163.103348,127.416969,1179.560547,-13.253162,"CRUZEXT"
47,16,58,32.936,4576.02,0.607407,-0.162356,0.674483,-0.387002,-0.92962,0.32472,-0.04138,4572.9,0.675935,-0.225391,0.568708,-0.410953,-0.93647,0.15674,-0.25804,2.31,2.54,2.7,2.8,3.18,3.08,3.07,3.84,3.21,3.91,4,3.92,3.79,3.84,3.69,2673,11.1375,61112.9385,221.405075,961.639526,-172.177063,1.23548693587066,2.43871705623949,2.16083160369007,8.894439,794.010132,163.109787,127.410156,1179.583252,-13.246623,"CRUZEXT"
48,16,58,32.974,4576.04,0.607329,-0.162517,0.674458,-0.3871,-0.92941,0.32499,-0.04135,4572.92,0.675899,-0.225352,0.568719,-0.411018,-0.93567,0.1574,-0.25677,2.31,2.54,2.7,2.8,3.18,3.08,3.07,3.85,3.21,3.92,4,3.92,3.79,3.84,3.69,2682,11.175,61112.976,221.423904,961.779053,-172.200745,1.23533244291675,2.43842880461711,2.16103525297869,8.929455,794.033508,163.120621,127.395317,1179.651001,-13.235503,"CRUZEXT"
49,16,58,32.979,4576.06,0.607199,-0.16265,0.674497,-0.38718,-0.9299,0.32319,-0.03969,4572.94,0.675865,-0.22533,0.568744,-0.411051,-0.93778,0.15747,-0.25687,2.31,2.54,2.71,2.8,3.18,3.08,3.06,3.84,3.21,3.92,4,3.93,3.78,3.84,3.69,2683,11.179167,61112.980167,221.425339,961.792175,-172.203003,1.23531534546865,2.43841079413943,2.1610429709992,8.925247,794.039307,163.120224,127.391785,1179.661621,-13.235328,"CRUZEXT"
50,16,58,33.03,4576.08,0.607095,-0.162823,0.674491,-0.38728,-0.93033,0.32176,-0.04161,4572.96,0.675865,-0.225383,0.568765,-0.410993,-0.93776,0.15723,-0.25921,2.31,2.54,2.7,2.8,3.19,3.08,3.06,3.84,3.21,3.92,4,3.92,3.78,3.84,3.69,2695,11.229167,61113.030167,221.485001,961.991516,-172.304306,1.23505561256626,2.43800429435827,2.16130192502468,8.964566,794.105896,163.113251,127.388405,1179.769653,-13.287025,"CRUZEXT"
51,16,58,33.035,4576.1,0.606986,-0.162956,0.674485,-0.387406,-0.92997,0.32422,-0.03859,4572.98,0.675862,-0.225337,0.568806,-0.410968,-0.93797,0.15841,-0.25968,2.31,2.54,2.7,2.8,3.18,3.08,3.06,3.84,3.21,3.92,4,3.92,3.78,3.84,3.69,2697,11.2375,61113.0385,221.495483,962.026367,-172.331207,1.23501011571965,2.43789620048913,2.16138661996748,8.970668,794.11377,163.106522,127.387878,1179.781616,-13.295962,"CRUZEXT"
52,16,58,33.051,4576.12,0.606886,-0.163128,0.674456,-0.38754,-0.93124,0.32338,-0.03891,4573,0.675808,-0.225379,0.568872,-0.410942,-0.93616,0.16084,-0.25586,2.31,2.54,2.7,2.8,3.18,3.08,3.07,3.85,3.21,3.92,4,3.93,3.78,3.84,3.69,2700,11.25,61113.051,221.527527,962.082336,-172.36705,1.23494150170779,2.43776894932849,2.16147619207981,8.978381,794.138794,163.097702,127.405212,1179.805298,-13.316964,"CRUZEXT"
53,16,58,33.057,4576.14,0.606782,-0.163271,0.674443,-0.387666,-0.92997,0.32309,-0.04095,4573.02,0.675769,-0.22537,0.568937,-0.410921,-0.93809,0.16017,-0.25755,2.31,2.54,2.71,2.8,3.19,3.08,3.07,3.85,3.21,3.92,4,3.93,3.78,3.84,3.69,2702,11.258333,61113.059333,221.546402,962.115234,-172.38768,1.23486606152217,2.4376714190257,2.16152946375495,8.989704,794.150818,163.094482,127.40284,1179.822266,-13.323427,"CRUZEXT"
54,16,58,33.109,4576.16,0.606659,-0.163438,0.674466,-0.387749,-0.93072,0.3226,-0.03911,4573.04,0.675759,-0.225289,0.569011,-0.410879,-0.93989,0.16017,-0.25853,2.31,2.54,2.7,2.8,3.19,3.08,3.07,3.85,3.21,3.92,4,3.93,3.79,3.84,3.69,2714,11.308333,61113.109333,221.665192,962.362793,-172.602509,1.23447479324296,2.43702076583794,2.16196005752363,9.049874,794.24054,163.049927,127.419548,1179.94165,-13.441891,"CRUZEXT"
